age,gender,tenure_months,monthly_charges,total_charges,phone_service,paperless_billing,senior_citizen,charges_per_month,estimated_clv,total_services,internet_score,contract_stability,auto_payment,risk_score,charges_tenure_ratio,charges_per_service,total_charges_log,tenure_months_log,contract_type_month_to_month,contract_type_one_year,contract_type_two_year,payment_method_bank_transfer,payment_method_credit_card,payment_method_electronic_check,payment_method_mailed_check,internet_service_dsl,internet_service_fiber_optic,internet_service_no,multiple_lines_no,multiple_lines_no_phone_service,multiple_lines_yes,online_security_no,online_security_no_internet_service,online_security_yes,online_backup_no,online_backup_no_internet_service,online_backup_yes,device_protection_no,device_protection_no_internet_service,device_protection_yes,tech_support_no,tech_support_no_internet_service,tech_support_yes,streaming_tv_no,streaming_tv_no_internet_service,streaming_tv_yes,streaming_movies_no,streaming_movies_no_internet_service,streaming_movies_yes,age_group_under_25,age_group_25_34,age_group_35_44,age_group_45_54,age_group_55_64,age_group_over_65,loyalty_segment_new,loyalty_segment_growing,loyalty_segment_established,loyalty_segment_loyal,loyalty_segment_champion,risk_level_low,risk_level_medium,risk_level_high,risk_level_critical,churn
34.0,0,8,89.32331848144531,981.405,1,1,0,109.045006,857.503857421875,1,2,1,0,10,9.924813164605034,44.661659240722656,6.8900037,2.197,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
26.0,0,17,101.4478530883789,1757.04,1,1,0,97.613335,2069.5362030029296,1,2,2,0,8,5.635991838243273,50.72392654418945,7.471955,2.89,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0
56.0,1,41,68.24171447753906,2669.57,1,1,0,63.56119,3357.4923522949216,0,3,2,0,6,1.624802725655692,68.24171447753906,7.890047,3.738,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0
52.0,0,5,65.93440246582031,340.97,1,1,1,56.828335,395.6064147949219,3,0,1,0,9,10.989067077636719,16.483600616455078,5.834723,1.792,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
41.0,0,34,46.911991119384766,1514.75,1,1,1,43.278572,1914.0092376708983,3,0,1,1,6,1.3403426034109933,11.727997779846191,7.3236656,3.555,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0
51.0,1,3,77.01827239990234,119.56,1,1,0,29.89,277.2657806396484,3,2,3,1,7,19.254568099975586,19.254568099975586,4.7921476,1.387,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0
43.0,0,42,80.8123550415039,3510.68,1,1,0,81.64372,4072.9426940917965,2,0,2,1,6,1.879357093988463,26.9374516805013,8.16385,3.762,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0
38.0,1,30,57.00606918334961,1747.06,1,1,0,56.356777,2052.218490600586,4,3,3,0,5,1.8389054575274069,11.401213836669921,7.466262,3.434,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0
56.0,1,0,63.8315544128418,981.405,1,1,0,981.405,0.0,2,3,1,1,8,63.8315544128418,21.277184804280598,6.8900037,0.0,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
49.0,1,18,51.761295318603516,889.0,1,1,0,46.789474,1118.043978881836,2,3,1,0,7,2.7242787009791325,17.253765106201172,6.7912216,2.945,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1
41.0,1,26,62.04923629760742,1433.44,1,1,0,53.090366,1935.9361724853516,4,3,1,0,7,2.298119862874349,12.409847259521484,7.26853,3.295,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,1
35.0,1,76,70.04425811767578,5886.5,1,0,1,76.44805,6388.036340332031,2,2,1,0,7,0.9096656898399452,23.34808603922526,8.680587,4.344,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0
37.0,1,76,60.94152069091797,7002.74,1,1,0,90.94468,5557.866687011719,3,2,3,1,4,0.7914483206612724,15.235380172729492,8.854199,4.344,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0
44.0,0,18,38.18056106567383,537.04,1,1,0,28.265263,824.7001190185547,1,3,1,0,7,2.0095032139828333,19.090280532836914,6.287933,2.945,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
31.0,1,23,59.58989334106445,1409.36,1,1,1,58.72333,1644.681056213379,1,2,1,1,6,2.482912222544352,29.794946670532227,7.2516003,3.178,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1
54.0,1,64,78.42051696777344,5054.8,0,1,0,77.76615,6022.695703124999,1,3,1,0,8,1.206469491811899,39.21025848388672,8.528292,4.176,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0
30.0,0,11,71.05487823486328,820.71,1,1,0,68.3925,937.9243927001953,1,3,1,1,8,5.921239852905273,35.52743911743164,6.7113876,2.484,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
50.0,1,63,53.3154182434082,3253.48,1,0,0,50.835625,4030.64561920166,3,3,1,1,6,0.8330534100532532,13.32885456085205,8.087788,4.16,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
52.0,0,1,87.18199157714844,87.18199,1,1,0,43.590996,104.61838989257812,3,3,1,1,10,43.59099578857422,21.79549789428711,4.4794025,0.6934,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1
38.0,1,17,32.79660415649414,515.7,1,0,0,28.650002,669.0507247924804,3,2,1,1,6,1.8220335642496746,8.199151039123535,6.2474623,2.89,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
55.0,1,36,54.19429016113281,1832.38,1,1,0,49.523785,2341.1933349609376,2,2,1,1,6,1.4647105448954814,18.06476338704427,7.5139165,3.611,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
51.0,1,26,64.50605010986328,1535.43,1,0,0,56.86778,2012.5887634277342,3,2,1,1,6,2.3891129670319735,16.12651252746582,7.337217,3.295,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
18.0,1,12,67.96927642822266,774.86,1,1,0,59.604614,978.7575805664062,2,3,1,0,7,5.22840587909405,22.65642547607422,6.653972,2.564,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
63.0,0,4,78.35169982910156,465.13,1,1,0,93.026,376.08815917968747,2,2,3,0,8,15.670339965820313,26.117233276367188,6.1444645,1.609,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0
72.0,1,7,50.50171661376953,395.87,1,1,0,49.48375,424.21441955566405,2,2,2,0,7,6.312714576721191,16.833905537923176,5.9836087,2.08,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0
45.0,1,4,37.322818756103516,213.3,1,1,0,42.66,179.14953002929687,2,0,3,0,7,7.4645637512207035,12.440939585367838,5.367377,1.609,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1
59.0,1,60,68.07298278808594,4061.56,1,1,0,66.582954,4901.2547607421875,3,0,2,0,6,1.1159505375096055,17.018245697021484,8.309568,4.11,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0
35.0,1,6,96.1535873413086,519.72,1,0,0,74.24571,692.3058288574218,1,3,2,0,9,13.736226763044085,48.0767936706543,6.2552123,1.946,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
30.0,1,4,73.85124969482422,127.79,1,1,0,25.558,354.4859985351562,2,3,2,1,8,14.770249938964843,24.617083231608074,4.8581834,1.609,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
11.0,0,22,48.737518310546875,1140.99,1,1,0,49.60826,1286.6704833984375,3,0,1,1,6,2.1190225352411685,12.184379577636719,7.040528,3.135,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
42.0,0,3,61.36109161376953,122.42,1,0,0,30.605,220.8999298095703,1,3,1,1,8,15.340272903442383,30.680545806884766,4.8155932,1.387,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
24.0,1,8,58.0378532409668,519.88,0,0,0,57.764446,557.1633911132812,3,0,3,0,6,6.448650360107422,14.5094633102417,6.25552,2.197,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
52.0,1,13,98.7662353515625,1321.97,0,1,0,94.42643,1540.7532714843749,3,2,1,1,8,7.054731096540179,24.691558837890625,7.1876345,2.639,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1
44.0,1,6,88.17131042480469,531.24,1,1,0,75.891426,634.8334350585938,4,2,2,1,8,12.595901489257812,17.634262084960938,6.2770944,1.946,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
40.0,1,5,60.42239761352539,486.91,1,1,0,81.151665,362.53438568115234,4,3,2,1,7,10.070399602254232,12.084479522705077,6.190131,1.792,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1
37.0,1,8,72.56452941894531,625.82,1,1,0,69.53555,696.619482421875,3,3,1,1,8,8.062725490993923,18.141132354736328,6.4406595,2.197,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
79.0,0,3,65.40544128417969,107.18,0,1,0,26.795,235.45958862304687,2,3,3,0,7,16.351360321044922,21.80181376139323,4.6837964,1.387,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,0
33.0,0,6,65.86463165283203,413.01,1,0,0,59.00143,474.2253479003906,3,0,1,0,8,9.409233093261719,16.466157913208008,6.0258904,1.946,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
50.0,1,4,85.0965805053711,256.09,1,1,0,51.218,408.4635864257812,1,3,2,0,10,17.019316101074217,42.54829025268555,5.549426,1.609,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
27.0,1,34,51.96095657348633,1596.61,1,1,0,45.617428,2120.007028198242,3,3,1,1,6,1.4845987592424665,12.990239143371582,7.376264,3.555,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0
35.0,0,5,101.64239501953125,521.97,0,0,0,86.994995,609.8543701171875,2,3,2,1,9,16.940399169921875,33.88079833984375,6.259524,1.792,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
63.0,1,22,50.720943450927734,1149.35,1,0,1,49.971737,1339.032907104492,3,0,2,1,5,2.2052584109099014,12.680235862731934,7.0478215,3.135,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
47.0,0,31,67.33131408691406,1955.75,1,1,0,61.117188,2504.724884033203,2,2,1,1,6,2.1041035652160645,22.443771362304688,7.57904,3.465,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
24.0,1,25,79.44991302490234,2069.5,1,0,0,79.59615,2383.4973907470703,1,2,1,1,7,3.055765885573167,39.72495651245117,7.6355453,3.258,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0
50.0,1,27,57.902984619140625,1580.34,1,0,0,56.440712,1876.0567016601562,3,0,1,0,7,2.0679637363978793,14.475746154785156,7.366028,3.332,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
51.0,1,13,61.49082946777344,863.32,1,1,1,61.665714,959.2569396972656,2,3,2,1,5,4.39220210484096,20.49694315592448,6.761943,2.639,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0
41.0,1,5,74.4216079711914,473.93,1,1,0,78.988335,446.52964782714844,2,2,1,0,10,12.4036013285319,24.8072026570638,6.1631675,1.792,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
39.0,1,3,53.990962982177734,350.69,1,1,0,87.6725,194.36746673583983,1,3,1,1,8,13.497740745544434,26.995481491088867,5.86275,1.387,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
64.0,1,4,92.64866638183594,386.94,1,1,0,77.388,444.7135986328125,1,2,1,0,11,18.52973327636719,46.32433319091797,5.9608507,1.609,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,1
38.0,1,26,69.32611083984375,1880.03,1,0,1,69.630745,2162.974658203125,3,3,1,0,7,2.5676337348090277,17.331527709960938,7.5395746,3.295,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,1
49.0,1,13,40.59171676635742,548.6,1,1,0,39.18571,633.2307815551758,2,3,3,1,4,2.8994083404541016,13.530572255452475,6.3091908,2.639,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
23.0,0,39,86.78759765625,3362.72,1,0,0,84.068,4061.6595703125,1,0,1,1,8,2.16968994140625,43.393798828125,8.120803,3.69,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
46.0,1,23,55.5378532409668,1351.57,1,1,0,56.315414,1532.8447494506836,0,2,1,1,6,2.3140772183736167,55.5378532409668,7.2097616,3.178,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0
37.0,0,13,66.96160888671875,628.96,0,1,1,44.925716,1044.6010986328124,0,3,2,0,6,4.782972063337054,66.96160888671875,6.4456563,2.639,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
79.0,0,47,119.56999206542969,5770.82,1,1,0,120.22541,6743.747552490234,3,0,2,1,7,2.4910415013631186,29.892498016357422,8.660743,3.871,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0
42.0,0,20,65.19627380371094,1416.97,1,1,1,67.47476,1564.7105712890625,2,3,1,0,7,3.104584466843378,21.732091267903645,7.2569814,3.045,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
36.0,1,17,99.24615478515625,1577.5,1,1,1,87.638885,2024.6215576171874,1,3,3,0,7,5.513675265842014,49.623077392578125,7.36423,2.89,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
69.0,0,19,77.41995239257812,1424.89,0,1,1,71.2445,1765.1749145507813,2,2,1,0,8,3.8709976196289064,25.806650797526043,7.2625513,2.996,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0
56.0,0,2,63.07711410522461,163.29,1,0,0,54.429996,151.38507385253905,2,3,1,0,9,21.025704701741535,21.025704701741535,5.101633,1.099,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1
60.0,1,51,79.13041687011719,3979.98,1,1,0,76.53808,4842.781512451172,1,3,1,1,7,1.521738785963792,39.565208435058594,8.289284,3.951,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0
54.0,1,16,39.21235656738281,511.8,1,0,0,30.10588,752.8772460937499,3,2,2,1,5,2.306609209846048,9.803089141845703,6.239886,2.834,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0
49.0,0,5,61.77144241333008,241.87,0,1,0,40.311665,370.62865447998047,3,0,2,0,8,10.29524040222168,15.44286060333252,5.4925265,1.792,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1
29.0,1,2,60.017578125,60.01758,1,1,1,20.00586,144.04218749999998,3,2,1,0,9,20.005859375,15.00439453125,4.111162,1.099,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1
54.0,1,7,82.19390106201172,311.57,1,1,0,38.94625,690.4287689208984,2,2,1,0,9,10.274237632751465,27.397967020670574,5.7448287,2.08,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
31.0,0,16,103.94608306884766,1591.91,1,0,0,93.64177,1995.764794921875,1,3,1,0,9,6.114475474638097,51.97304153442383,7.3733177,2.834,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0
31.0,0,76,53.81548309326172,4025.27,1,0,0,52.276234,4907.972058105469,1,2,2,0,6,0.6989023778345678,26.90774154663086,8.300595,4.344,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0
