age,gender,tenure_months,monthly_charges,total_charges,phone_service,paperless_billing,senior_citizen,charges_per_month,estimated_clv,total_services,internet_score,contract_stability,auto_payment,risk_score,charges_tenure_ratio,charges_per_service,total_charges_log,tenure_months_log,contract_type_month_to_month,contract_type_one_year,contract_type_two_year,payment_method_bank_transfer,payment_method_credit_card,payment_method_electronic_check,payment_method_mailed_check,internet_service_dsl,internet_service_fiber_optic,internet_service_no,multiple_lines_no,multiple_lines_no_phone_service,multiple_lines_yes,online_security_no,online_security_no_internet_service,online_security_yes,online_backup_no,online_backup_no_internet_service,online_backup_yes,device_protection_no,device_protection_no_internet_service,device_protection_yes,tech_support_no,tech_support_no_internet_service,tech_support_yes,streaming_tv_no,streaming_tv_no_internet_service,streaming_tv_yes,streaming_movies_no,streaming_movies_no_internet_service,streaming_movies_yes,age_group_under_25,age_group_25_34,age_group_35_44,age_group_45_54,age_group_55_64,age_group_over_65,loyalty_segment_new,loyalty_segment_growing,loyalty_segment_established,loyalty_segment_loyal,loyalty_segment_champion,risk_level_low,risk_level_medium,risk_level_high,risk_level_critical,churn
-0.7103414572862633,-1.0606601717798212,-0.6917620238922499,1.165576806498675,-0.3188894239075675,0.4255737125609785,0.5815268532795475,-0.44782642702486647,1.1605940451597403,-0.5025747806031634,-1.1178603782259782,-0.03520942082538211,-0.8184301519093614,-0.993737484661944,1.939473994049435,0.046210809486472666,1.5040493040209304,0.15209010687805138,-0.4200319562622744,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
-1.2530150575080112,-1.0606601717798212,-0.2606435324237602,1.7648342204980974,0.12494456743279933,0.4255737125609785,0.5815268532795475,-0.44782642702486647,0.8717065399241962,0.16164194245374214,-1.1178603782259782,-0.03520942082538211,0.4605267387584582,-0.993737484661944,0.5983666928032861,-0.24206840368939492,1.9257738478524453,0.6095568820386054,0.20222185140039758,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0
0.7820109433235439,0.9428090415820632,0.8890057781588793,0.12361454502628937,0.6471126490968246,0.4255737125609785,0.5815268532795475,-0.44782642702486647,0.011181552413442899,0.8674663505586224,-1.9243595633408064,0.858293417801348,0.4605267387584582,-0.993737484661944,-0.7427406084428626,-0.5116861735341667,3.144407199916009,0.9382155959951286,0.9629490416133543,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0
0.5106741432126699,-1.0606601717798212,-0.8354681877150799,0.00957521285747517,-0.6853592597535779,0.4255737125609785,0.5815268532795475,2.23300801304536,-0.1589631416997747,-0.7557033434246104,0.4951379920036779,-1.8222150980788423,-0.8184301519093614,-0.993737484661944,1.2689203434263605,0.1177461468954514,-0.45617091137294485,-0.6774569422512949,-0.7837436889101742,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
-0.2355020570922337,-1.0606601717798212,0.5536913959056095,-0.9306110624144324,-0.013698678095296781,0.4255737125609785,0.5815268532795475,2.23300801304536,-0.5013765212991316,0.0764102144091391,0.4951379920036779,-1.8222150980788423,-0.8184301519093614,1.0063019815944512,-0.7427406084428626,-0.5308065644249146,-0.786996712433521,0.4929880174706587,0.7981832446547876,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0
0.4428399431849514,0.9428090415820632,-0.9312722969302999,0.5573975787572408,-0.8120545280315447,0.4255737125609785,0.5815268532795475,-0.44782642702486647,-0.8397164993888073,-0.8205562563932068,0.4951379920036779,-0.03520942082538211,1.7394836294262777,1.0063019815944512,-0.0721869578197882,0.673323530494572,-0.2634072242139549,-1.49701644408282,-1.1474554215580741,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0
-0.09983365703679668,-1.0606601717798212,0.9369078327664893,0.7449208302481508,1.1284126717565446,0.4255737125609785,0.5815268532795475,-0.44782642702486647,0.46814162383768454,1.259546713158552,-0.3113611931111502,-1.8222150980788423,0.4605267387584582,1.0063019815944512,-0.7427406084428626,-0.4945759403420318,0.27105627122692866,1.1534495829980465,0.9839829731399798,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0
-0.4390046571753892,0.9428090415820632,0.36208317747516955,-0.43170934672625355,0.11923382138707522,0.4255737125609785,0.5815268532795475,-0.44782642702486647,-0.17087978117488403,0.1521515074627418,1.301637177118506,0.858293417801348,1.7394836294262777,-0.993737484661944,-1.413294259065937,-0.49729495450543176,-0.8097295947808014,0.6050816961805199,0.6895079317672224,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0
0.7820109433235439,0.9428090415820632,-1.0749784607531299,-0.09435844951509886,-0.3188894239075675,0.4255737125609785,0.5815268532795475,-0.44782642702486647,23.20583202590147,-0.9725031651565968,-0.3113611931111502,0.858293417801348,-0.8184301519093614,1.0063019815944512,0.5983666928032861,3.6696289398704773,-0.12270291932768897,0.15209010687805138,-2.391963036883418,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
0.3071715431295144,0.9428090415820632,-0.21274147781615022,-0.6909332860436561,-0.37176544478902357,0.4255737125609785,0.5815268532795475,-0.44782642702486647,-0.41265319955606783,-0.35979385043085854,-0.3113611931111502,0.858293417801348,-0.8184301519093614,-0.993737484661944,-0.0721869578197882,-0.4377833352126442,-0.40259404782427505,0.0744383791331106,0.2513010249625238,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1
-0.2355020570922337,0.9428090415820632,0.17047495904472962,-0.18244985914734044,-0.0602259330379121,0.4255737125609785,0.5815268532795475,-0.44782642702486647,-0.2534246045258407,0.08842659073955489,1.301637177118506,0.858293417801348,-0.8184301519093614,-0.993737484661944,-0.0721869578197882,-0.46642820642275024,-0.739563525082416,0.44964629786275945,0.565057170234688,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,1
-0.6425072572585447,0.9428090415820632,2.5655776894252287,0.21270560504864391,2.487904817379414,0.4255737125609785,-1.7196110452345486,2.23300801304536,0.33684284537816833,2.5282619589867137,-0.3113611931111502,-0.03520942082538211,-0.8184301519093614,-0.993737484661944,-0.0721869578197882,-0.5597551244906226,0.021360322180603065,1.5596520714767004,1.5063256060511805,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0
-0.5068388572031077,0.9428090415820632,2.5655776894252287,-0.23719891232187756,3.1266399856991964,0.4255737125609785,0.5815268532795475,-0.44782642702486647,0.7031842655816077,2.073313236933133,0.4951379920036779,-0.03520942082538211,1.7394836294262777,1.0063019815944512,-2.0838479096890112,-0.5677012727624273,-0.5430039675350035,1.6961274353632958,1.5063256060511805,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0
-0.03199945700907817,-1.0606601717798212,-0.21274147781615022,-1.3621636427098809,-0.5731640657609806,0.4255737125609785,0.5815268532795475,-0.44782642702486647,-0.8807749020392829,-0.5205518516819255,-1.1178603782259782,0.858293417801348,-0.8184301519093614,-0.993737484661944,-0.0721869578197882,-0.48582798415200407,-0.2748359679232804,-0.32119256509932637,0.2513010249625238,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
-0.9138440573694188,0.9428090415820632,0.026768795221899684,-0.30400334949185487,-0.07400496940487812,0.4255737125609785,0.5815268532795475,2.23300801304536,-0.11107505553832102,-0.07118673939066007,-1.1178603782259782,-0.03520942082538211,-0.8184301519093614,1.0063019815944512,-0.7427406084428626,-0.45400712566586754,0.46983928603765657,0.436338064450793,0.45988751260156036,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1
0.6463425432681069,0.9428090415820632,1.990753034133909,0.626703781492365,2.0119891964539836,-2.349769195052702,0.5815268532795475,-0.44782642702486647,0.370152289714771,2.328048357650158,-1.1178603782259782,0.858293417801348,-0.8184301519093614,-0.993737484661944,0.5983666928032861,-0.5398050356458947,1.1248199856263588,1.4399341964058827,1.3555824301103643,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0
-0.9816782573971373,-1.0606601717798212,-0.5480558600694201,0.262655695307386,-0.4108423471139722,0.4255737125609785,0.5815268532795475,-0.44782642702486647,0.13327264077244566,-0.45850280133313825,-1.1178603782259782,0.858293417801348,-0.8184301519093614,1.0063019815944512,0.5983666928032861,-0.22289505349145203,0.8686228831917706,0.01168157227289577,-0.16236629506111164,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
0.3750057431572329,0.9428090415820632,1.942850979526299,-0.6141204668181588,0.9812376738981384,0.4255737125609785,-1.7196110452345486,-0.44782642702486647,-0.31040373622913514,1.2363671135539307,0.4951379920036779,0.858293417801348,-0.8184301519093614,1.0063019815944512,-0.7427406084428626,-0.5649047276230181,-0.6756323396809031,1.0936577413893147,1.341559809092614,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
0.5106741432126699,-1.0606601717798212,-1.0270764061455198,1.0597413196287284,-0.8305818758761572,0.4255737125609785,0.5815268532795475,-0.44782642702486647,-0.4934813234848401,-0.9151703024163501,0.4951379920036779,0.858293417801348,-0.8184301519093614,1.0063019815944512,1.939473994049435,2.309131061682184,-0.08664621966353891,-1.7428626665039577,-1.769709229220746,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1
-0.4390046571753892,0.9428090415820632,-0.2606435324237602,-1.6282667302984382,-0.5853752244707431,0.4255737125609785,-1.7196110452345486,-0.44782642702486647,-0.8710522406722988,-0.6058506730834882,0.4951379920036779,-0.03520942082538211,-0.8184301519093614,1.0063019815944512,-0.7427406084428626,-0.49842902276073436,-1.0324826350241565,-0.3530061549588866,0.20222185140039758,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
0.7141767432958254,0.9428090415820632,0.6494955051208294,-0.5706820562130063,0.16805561491836893,0.4255737125609785,0.5815268532795475,-0.44782642702486647,-0.34355498740806684,0.31051520531842414,-0.3113611931111502,-0.03520942082538211,-0.8184301519093614,1.0063019815944512,-0.7427406084428626,-0.5224469967052062,-0.34617656193725216,0.6425425890083284,0.8490152458441327,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
0.4428399431849514,0.9428090415820632,0.17047495904472962,-0.061021372237123436,-0.001865134400006336,0.4255737125609785,-1.7196110452345486,-0.44782642702486647,-0.15796636092566269,0.1304336650187173,0.4951379920036779,-0.03520942082538211,-0.8184301519093614,1.0063019815944512,-0.7427406084428626,-0.4603119757675455,-0.4810119162145729,0.5036405266339832,0.565057170234688,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
-1.7956886577297595,0.9428090415820632,-0.5001538054618101,0.1101492429589396,-0.4370786625206107,0.4255737125609785,0.5815268532795475,-0.44782642702486647,-0.08880433167200774,-0.43612543959411704,-0.3113611931111502,0.858293417801348,-0.8184301519093614,-0.993737484661944,-0.0721869578197882,-0.26946487247741596,-0.026755377916341683,-0.03345224580116534,-0.09050036234514106,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1.2568503435175735,-1.0606601717798212,-0.8833702423226899,0.623302481409823,-0.6143124022801896,0.4255737125609785,0.5815268532795475,-0.44782642702486647,0.7557809358949692,-0.766399717850429,-0.3113611931111502,-0.03520942082538211,1.7394836294262777,-0.993737484661944,0.5983666928032861,0.4324045488606109,0.21399738302385313,-0.43397182174154697,-0.9476330720551315,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0
1.8673581437670401,0.9428090415820632,-0.7396640784998599,-0.7531882015400335,-0.6539443763240621,0.4255737125609785,0.5815268532795475,-0.44782642702486647,-0.34456671025374436,-0.7400256139938278,-0.3113611931111502,-0.03520942082538211,0.4605267387584582,-0.993737484661944,-0.0721869578197882,-0.1965815242552906,-0.4318017808458918,-0.5604191558717673,-0.5252016138954021,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0
0.035834743018640335,0.9428090415820632,-0.8833702423226899,-1.4045577184393572,-0.7584146068540946,0.4255737125609785,0.5815268532795475,-0.44782642702486647,-0.5170083381681967,-0.8743258234321086,-0.3113611931111502,-1.8222150980788423,1.7394836294262777,-0.993737484661944,-0.0721869578197882,-0.11915834701053558,-0.7374005724645537,-1.0448337542762682,-0.9476330720551315,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1
0.9855135434066995,0.9428090415820632,1.799144815703469,0.11527494939153322,1.4436373875279154,0.4255737125609785,0.5815268532795475,-0.44782642702486647,0.08754392495336229,1.7134774424702828,0.4951379920036779,-1.8222150980788423,0.4605267387584582,-0.993737484661944,-0.7427406084428626,-0.5458893956455461,-0.4189780689219544,1.2679976981765184,1.2959862907849253,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0
-0.6425072572585447,0.9428090415820632,-0.7875661331074699,1.5031641355448357,-0.583074923166805,0.4255737125609785,-1.7196110452345486,-0.44782642702486647,0.28118796681742486,-0.5931064348024895,-1.1178603782259782,0.858293417801348,0.4605267387584582,-0.993737484661944,1.2689203434263605,0.3024003845783991,1.7416247749610845,-0.3469139197841263,-0.6452703063598895,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
-0.9816782573971373,0.9428090415820632,-0.8833702423226899,0.4008668831182303,-0.8073451541731416,0.4255737125609785,0.5815268532795475,-0.44782642702486647,-0.9491895867135081,-0.7782381117733079,-0.3113611931111502,0.858293417801348,0.4605267387584582,1.0063019815944512,0.5983666928032861,0.37190372008174993,0.10963872286660904,-1.445106312251956,-0.9476330720551315,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
-2.270528057923789,-1.0606601717798212,-0.021133259385710295,-0.8403840360396767,-0.22757169162497012,0.4255737125609785,0.5815268532795475,-0.44782642702486647,-0.34142019918343336,-0.2673833263562209,0.4951379920036779,-1.8222150980788423,-0.8184301519093614,1.0063019815944512,-0.7427406084428626,-0.47846648751752185,-0.7552482929311094,0.270415835179715,0.4213253048027469,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
-0.16766785706451517,-1.0606601717798212,-0.9312722969302999,-0.21646154017782893,-0.8104179780174965,0.4255737125609785,-1.7196110452345486,-0.44782642702486647,-0.8216478716485619,-0.8514458121605658,-1.1178603782259782,0.858293417801348,-0.8184301519093614,1.0063019815944512,0.5983666928032861,0.4102186227524936,0.5314464163570799,-1.4785860551510666,-1.1474554215580741,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
-1.3886834575634484,0.9428090415820632,-0.6917620238922499,-0.38071322471263663,-0.5829833483824963,-2.349769195052702,-1.7196110452345486,-0.44782642702486647,-0.13530685399726106,-0.6671670549432017,0.4951379920036779,-1.8222150980788423,1.7394836294262777,-0.993737484661944,-0.7427406084428626,-0.18744440762229933,-0.5935027235890626,-0.3466721495455414,-0.4200319562622744,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
0.5106741432126699,0.9428090415820632,-0.4522517508542001,1.632294757137532,-0.12401129778919044,-2.349769195052702,0.5815268532795475,-0.44782642702486647,0.791170894996261,-0.12814113739739724,0.4951379920036779,-0.03520942082538211,-0.8184301519093614,1.0063019815944512,0.5983666928032861,-0.1467058306277426,0.11481965427623578,0.38605510255124226,-0.02389291251082688,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1
-0.03199945700907817,0.9428090415820632,-0.7875661331074699,1.108638590615801,-0.5764829357184578,0.4255737125609785,0.5815268532795475,-0.44782642702486647,0.32277647560686,-0.6246023971127963,1.301637177118506,-0.03520942082538211,0.4605267387584582,1.0063019815944512,0.5983666928032861,0.22575180267756983,-0.3761245922948286,-0.3297126232745742,-0.6452703063598895,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
-0.3033362571199522,0.9428090415820632,-0.8354681877150799,-0.26285666851548833,-0.601849447839125,0.4255737125609785,0.5815268532795475,-0.44782642702486647,0.45570692828132975,-0.7738274429033744,1.301637177118506,0.858293417801348,0.4605267387584582,1.0063019815944512,-0.0721869578197882,0.05599660854427382,-0.7621978883523963,-0.3980736267814291,-0.7837436889101742,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1
-0.5068388572031077,0.9428090415820632,-0.6917620238922499,0.337270490344287,-0.5223623429686411,0.4255737125609785,0.5815268532795475,-0.44782642702486647,0.162158460721964,-0.5907424707998538,0.4951379920036779,0.858293417801348,-0.8184301519093614,1.0063019815944512,0.5983666928032861,-0.0789520566169901,-0.3408639179295557,-0.20113546201933147,-0.4200319562622744,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
2.3421975439610696,-1.0606601717798212,-0.9312722969302999,-0.016568793497603217,-0.8191386120718301,-2.349769195052702,0.5815268532795475,-0.44782642702486647,-0.9179296161929229,-0.843466842868886,-0.3113611931111502,0.858293417801348,1.7394836294262777,-0.993737484661944,-0.0721869578197882,0.47818029870455303,-0.0862068533273323,-1.5821904123671744,-1.1474554215580741,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,0
